LSTM-EMD,CHM-LSTM-EMD-Freq,CHM-LSTM-DWT,CHM-ESN-DWT,CHM-LSTM-EMD,CHM-ESN-EMD,CHM-ESN-EMD-Freq,LSTM-DWT,ESN-EMD-Freq
12.292278,11.821776,12.432716,13.162567,12.395,13.72168,10.04399,12.340374,12.784236
12.117842,11.504143,12.543144,13.327903,12.339534,13.7919655,12.783918,12.043599,12.684972
12.123605,11.7298765,12.352208,13.474304,12.1872425,13.866511,11.842456,12.07831,12.716072
12.734281,11.797408,12.262649,13.672451,12.151512,13.913851,12.93829,11.972559,12.386624
12.689047,11.546239,12.5549965,14.090561,12.3714285,14.206244,14.139391,11.859818,12.199908
12.796727,11.645109,12.69764,14.386465,12.459768,14.515683,11.291194,11.906408,11.9406595
12.659607,11.879963,12.466125,14.331817,12.451018,14.612092,12.047627,12.234468,12.085186
12.034432,11.89612,12.475826,14.236114,12.68418,14.665674,12.375037,12.362237,11.795336
12.501402,11.379732,12.606263,14.536651,12.887435,14.941292,8.7894945,12.188828,12.390686
12.847651,11.555712,12.628303,14.605925,12.81159,14.953106,10.263845,12.731398,12.475482
12.445542,10.925579,12.675466,14.353848,12.708992,14.879727,7.559528,12.941367,12.457308
12.481068,11.636816,12.804921,14.30639,12.6589155,14.868957,9.617235,12.916184,12.639428
12.517143,11.587425,12.645343,14.189339,12.689752,14.888422,10.903733,13.313692,11.620341
12.137228,12.387406,12.67749,14.457316,12.661502,15.2060585,13.610064,13.075692,11.685113
12.26998,11.8118105,12.563015,14.653208,12.486705,15.203577,11.005531,13.337633,12.228722
11.965177,11.833413,12.599972,14.558832,12.445081,15.123467,10.693857,12.925249,11.981709
12.007693,11.669245,12.538589,14.237027,12.392118,15.283015,7.909321,12.781204,12.292862
11.566772,11.529935,12.913685,14.065814,12.563373,15.433472,11.694865,12.064439,12.659479
11.4508095,10.701079,12.914273,13.516365,12.53355,15.136997,6.3410172,12.456828,12.354479
10.963073,11.141715,13.045943,13.505214,12.579198,14.782166,11.102633,12.405412,12.559937
11.93874,11.197007,12.824512,13.180973,12.454092,14.506874,12.881316,13.109594,12.499499
12.083485,11.184008,12.810825,13.109633,12.597623,14.268822,11.468948,12.611366,12.307373
12.071655,11.451281,12.95311,13.03075,12.639019,13.68216,10.241937,12.568668,12.004339
12.173941,11.332247,12.785336,12.856032,12.487658,13.22222,11.2425165,12.242085,12.231348
11.731032,11.126963,12.953582,13.001726,12.631308,12.774924,9.037645,12.488048,12.197206
11.849068,10.901947,12.905586,13.101762,12.471127,12.715676,8.409013,12.846702,12.016747
11.7595625,11.034929,12.677832,12.929894,12.314882,12.821614,8.132771,12.879058,12.286754
11.903942,11.131577,12.474975,12.70255,12.377008,12.955541,8.140059,12.438729,11.893032
12.003989,10.960096,12.807185,12.80672,12.492454,13.445527,6.341969,12.44991,11.785256
12.241364,10.72211,12.820852,12.435342,12.220309,13.473766,9.637805,12.775121,12.026703
12.550953,10.966649,12.647196,12.36816,12.016606,13.70546,6.022513,13.347161,12.359453
12.103095,10.783042,12.50988,12.407477,12.004601,13.719098,8.408775,12.322257,11.629318
12.371694,10.202761,12.579344,12.294203,11.916968,13.95238,5.8389597,12.006482,11.867931
11.541368,10.278495,12.753151,12.441223,12.182546,14.047206,2.819898,12.013262,11.539509
11.497563,10.611771,12.284253,12.340232,12.228868,14.142151,11.848277,11.438265,11.313858
11.382492,10.497934,12.405013,12.134722,12.497604,14.13606,5.627691,11.726604,11.234914
12.211758,10.487936,12.347392,12.143938,12.449283,14.077874,11.558356,11.344207,11.920634
12.511345,11.467549,12.3325615,12.298863,12.585866,14.204392,10.3565035,12.130784,11.805619
12.258098,11.241846,12.672006,12.759915,12.822733,14.125866,6.8118024,12.190645,11.499974
12.737558,11.616676,12.647278,13.066986,12.985654,14.073571,10.308312,11.96269,12.158865
12.561706,10.810511,12.882548,13.420912,13.13056,13.852408,7.216466,12.270429,12.468934
12.839219,11.4553795,12.83928,13.627584,13.040363,13.740549,10.749185,12.191646,12.9497385
12.545997,11.248509,13.005705,13.695071,12.956955,13.781249,7.3747883,12.258105,12.927397
12.342427,11.068662,12.981476,13.637781,12.957733,13.660139,9.47364,12.046303,13.193742
12.554499,10.891842,12.749029,13.490677,12.949572,13.586098,11.713854,11.973409,12.991011
12.060064,11.062769,12.569685,13.346155,13.047984,13.641796,10.523246,12.2610655,12.987305
12.183604,11.259921,12.849131,13.5236225,13.174623,13.689403,8.45575,12.503503,12.905822
12.008909,10.853886,12.705091,13.603878,13.030658,13.510875,9.699756,13.034776,13.350679
12.344589,10.568023,12.768717,13.495343,13.110544,13.417234,10.451304,13.0303955,13.271941
12.140685,12.133956,12.744359,13.284776,13.202172,13.295038,10.679396,12.771494,13.026496
12.09309,11.446183,12.800565,13.353949,13.31209,13.146225,9.989183,12.433727,12.977236
11.775805,10.874944,12.908441,13.5297,13.256872,12.950248,8.298649,12.332167,13.2648945
12.122732,11.055745,12.826513,13.639277,13.300745,12.829203,9.257082,12.853302,13.392353
12.373416,10.589012,13.137148,13.76917,13.515724,12.773626,9.944093,12.675618,13.34908
12.297717,11.030318,12.986884,13.793391,13.501482,12.782051,8.993271,12.605878,13.81281
12.275677,11.602948,13.008337,13.942324,13.610225,12.86809,10.902985,12.600278,13.71941
12.009232,11.053181,13.064338,14.112303,13.64972,12.824721,13.30116,12.733773,13.692337
12.288239,10.816823,13.068275,14.093688,13.729378,12.871025,5.5109625,12.463078,13.826459
12.245936,10.566179,13.171743,14.272436,13.637846,12.975235,8.326785,12.479716,14.185089
12.796827,11.165371,12.884424,14.081595,13.337715,12.909137,11.2478,13.26868,14.286796
12.296724,11.204258,13.08574,14.003007,13.444808,12.944051,9.49526,12.770656,13.362103
